Contrast 0,Contrast 45,Contrast 90,Contrast 135,Dissimilarity 0,Dissimilarity 45,Dissimilarity 90,Dissimilarity 135,Homogeneity 0,Homogeneity 45,Homogeneity 90,Homogeneity 135,Energy 0,Energy 45,Energy 90,Energy 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135
23.04573504,45.29020691,23.65971547,40.86856079,3.0182241,4.135757446,3.066725438,4.003997803,0.3467593191,0.2789668672,0.3378661065,0.2808505996,0.04299566314,0.03775032124,0.0417682298,0.03767440598,0.9949684865,0.9900936357,0.9948167032,0.9910607941
15.41301374,30.610672,18.29638862,30.47590637,2.599875365,3.574966431,2.717321255,3.517105103,0.3736722231,0.3054754112,0.3689434853,0.3066955743,0.05369380505,0.04702920187,0.05269683568,0.04738666139,0.9967397378,0.9935252628,0.99612452,0.9935536314
16.82190844,28.01545715,15.07756262,30.15591431,2.506277359,3.263534546,2.420035871,3.322387695,0.3935049452,0.3249579072,0.3876215667,0.3232538639,0.05184869919,0.04556534894,0.05096703476,0.04541331198,0.9963582228,0.9939418829,0.9967377409,0.9934788608
18.24680812,35.6855011,19.3776599,33.36074829,2.644516051,3.602828979,2.629605423,3.456237793,0.3831003172,0.3095597975,0.3757769205,0.3156038037,0.04894114823,0.04301286053,0.04826900308,0.0434170456,0.9952089383,0.9906483919,0.9949061826,0.9912575951
22.80866975,41.24572754,24.5545659,45.8805542,3.057879377,4.112670898,3.183487354,4.287841797,0.3460029173,0.2784536108,0.3331487566,0.2777831014,0.05463875819,0.04852102864,0.05337665083,0.04851139579,0.9941793114,0.9894953578,0.9937348185,0.9883149148
8.155915613,15.42379761,10.80011248,17.31585693,1.870774562,2.431091309,2.016308974,2.53616333,0.4408730436,0.3836030989,0.4329283538,0.37820132,0.1104368516,0.1042748965,0.1104532372,0.1041264109,0.9964405875,0.9932886639,0.9952870359,0.9924653895
11.02827091,21.67956543,11.96508694,18.28178406,2.174914883,2.873901367,2.191284655,2.776077271,0.4063077561,0.3482495132,0.4077857653,0.3515525766,0.06899816023,0.06442056451,0.06952422298,0.06468386871,0.9952678575,0.9907190608,0.9948749563,0.9921736965
10.48290066,17.27204895,9.235530156,16.24346924,2.176875608,2.766098022,2.107672665,2.763000488,0.3995019794,0.3459767223,0.4039472652,0.3420127862,0.0562677425,0.05240985127,0.05689355027,0.05206387375,0.9951406949,0.9920098289,0.9957200204,0.9924856076
11.36481639,16.90814209,10.84464677,22.01158142,2.062651994,2.54196167,2.04141841,2.725997925,0.429720038,0.3794114205,0.4317230926,0.3726597125,0.101412408,0.09566033633,0.1015521582,0.09526581561,0.9960143141,0.9940882017,0.9961976765,0.9923038104
8.486654912,14.33891296,8.3567607,13.91142273,1.963126216,2.526138306,1.996412938,2.511489868,0.4273964684,0.3685675163,0.4180102178,0.3666337373,0.09125656093,0.0850504761,0.09001285247,0.08487291545,0.9949140053,0.9914301567,0.9949927935,0.9916856354
9.027115759,15.64208984,9.185828064,15.04354858,2.086940661,2.719116211,2.10755107,2.679901123,0.4042195518,0.3438501486,0.4038399848,0.3458436421,0.05515293942,0.05019620271,0.05539997104,0.05023065313,0.989627312,0.9820445505,0.9894379181,0.9827318536
13.7162725,24.62690735,15.4037269,27.29034424,2.261566756,2.936508179,2.315661479,2.979553223,0.4115362766,0.3549326163,0.407910217,0.3545429825,0.06876318844,0.06374592574,0.06820176952,0.06360142879,0.9944273009,0.9900241686,0.9937410313,0.988945242
15.6978356,27.12564087,14.82265321,27.76704407,2.316968628,2.98223877,2.321650049,3.043289185,0.4155253738,0.359394142,0.4137297687,0.3582068804,0.07598428729,0.07113647052,0.07615346113,0.07117448378,0.9941423144,0.9899044691,0.9944685456,0.9896657302
10.50747811,17.73988342,9.855088765,17.39526367,2.085481518,2.715805054,2.092564446,2.697479248,0.4138684015,0.3515415248,0.4113882486,0.3522649599,0.06477172825,0.06032713887,0.0651208213,0.06068841192,0.9962014356,0.9935954393,0.9964380059,0.993719759
10.28957928,16.10653687,10.10809825,19.04475403,2.102900049,2.664215088,2.10651751,2.760971069,0.4151210754,0.3577059647,0.4133753169,0.35676438,0.07469396286,0.06941235555,0.07430518662,0.06914984469,0.9956017663,0.9931324676,0.9956777365,0.9918796549
13.96561892,25.68807983,14.52751094,25.11857605,2.314141537,3.070892334,2.35755107,3.024612427,0.4025168831,0.3445020505,0.3995022539,0.3465448987,0.06668661167,0.0620984959,0.06682980969,0.06223818023,0.9957838129,0.9922662159,0.9956151615,0.9924376421
9.946285263,17.11306763,9.840740516,17.14031982,2.015625,2.622711182,2.040308852,2.605926514,0.4251303655,0.3674422706,0.4208772441,0.3653562375,0.07766706179,0.07205552331,0.07741499345,0.07183710031,0.9952254491,0.9918080174,0.9953035861,0.9917949689
12.31826058,19.99575806,8.639500243,16.15267944,2.21222945,2.780670166,2.009089251,2.647033691,0.4104112293,0.3574130668,0.4179784978,0.3596972597,0.06956325364,0.06443817785,0.06965724943,0.06463163754,0.9954194063,0.9925816762,0.9967846981,0.9940074109
27.90030703,49.10482788,24.79447349,46.97364807,2.978249635,3.952392578,2.920659047,3.903396606,0.3758307263,0.3180188804,0.3763237897,0.3230146258,0.07074579725,0.06635694304,0.07086757576,0.06662822187,0.9914068597,0.9849082025,0.9923581695,0.9855631859
8.917467169,14.70140076,7.966910871,14.16523743,2.093993191,2.677688599,2.00728052,2.653640747,0.4020786936,0.3419740298,0.4079146023,0.342910871,0.06591231848,0.06063837014,0.06621182318,0.06093354827,0.996314007,0.993939377,0.9967056195,0.9941603726
12.57526751,22.16271973,12.51021401,22.07038879,2.168622325,2.828308105,2.205678502,2.830215454,0.413664084,0.3553529346,0.4107672232,0.3567738168,0.06200289527,0.05735176483,0.06226612552,0.05745409253,0.9952077811,0.991572127,0.9952299916,0.9916072074
12.96153028,24.35321045,12.49516659,20.35150146,2.283484314,3.000488281,2.252492704,2.87020874,0.4036235865,0.3456149946,0.4051223501,0.3509310369,0.05679923458,0.05188479456,0.05677179979,0.05226561814,0.9941014896,0.9889452414,0.9943129307,0.9907617526
15.0937196,31.54827881,16.62816148,25.09164429,2.412451362,3.321136475,2.536660992,3.105712891,0.3922151187,0.3276688043,0.3825580387,0.3362914155,0.05165099042,0.04669593719,0.05108452606,0.04728712394,0.9942848874,0.9880568189,0.9937090071,0.9905008031
15.01764652,23.68772888,13.02880289,26.2623291,2.269348857,2.839187622,2.181465832,2.943969727,0.4215086988,0.3683174917,0.4246424076,0.3672295999,0.07634792254,0.07121690681,0.07716810962,0.07128168012,0.9948750571,0.9919400325,0.9955538837,0.9910639952
16.01000122,27.32128906,14.18994711,26.59791565,2.304383512,2.912567139,2.197972398,2.891555786,0.4212739698,0.3687414487,0.4251716848,0.3700799151,0.07661819388,0.07199379178,0.07717060113,0.07182865352,0.9945262225,0.9906845943,0.9951490395,0.9909312389
10.59972337,19.79086304,10.94596607,17.48338318,2.10391841,2.810089111,2.148726289,2.675094604,0.4132202303,0.3501139984,0.4082829424,0.3580735203,0.05712880436,0.05214810318,0.05685421682,0.05287294152,0.9953368334,0.9913131313,0.995183682,0.9923259436
15.11928502,28.62420654,15.85136491,26.69326782,2.441877432,3.245727539,2.441041464,3.08883667,0.3879236393,0.3279562329,0.3860465237,0.3340266926,0.04494950303,0.04061716106,0.04498397393,0.04117340016,0.9942129311,0.9890560863,0.9939405241,0.989794331
9.678760336,16.00917053,8.983523833,15.64309692,2.046434217,2.618911743,2.056967412,2.615966797,0.4210952241,0.3624609974,0.4116098739,0.3613215375,0.07232822854,0.06699190484,0.07153526624,0.06689890792,0.9899817989,0.9834472661,0.9907006945,0.9838258537
11.26345148,19.54034424,11.05354754,19.0177002,2.200738692,2.881774902,2.221136308,2.822814941,0.4012121374,0.339349679,0.3973232852,0.3450523352,0.05465806063,0.05009640549,0.05464118405,0.05032633281,0.9938281039,0.9893145594,0.9939470256,0.9896002338
10.38726593,16.934021,10.36116853,18.84764099,2.067135822,2.590332031,2.059520914,2.688796997,0.4203165622,0.3681231119,0.4217430391,0.3643246371,0.06626511665,0.06142544796,0.06625558172,0.06110294773,0.9960337073,0.99354932,0.9960440242,0.9928203313
10.25442303,17.0174408,9.200997082,16.88786316,2.220467534,2.883682251,2.133298881,2.852828979,0.389765709,0.32987018,0.3950750097,0.3303480413,0.05346895975,0.04897102545,0.05410034057,0.04913510503,0.9957374654,0.992943354,0.996174966,0.9929971124
12.56742461,23.31469727,13.79468628,22.90071106,2.340041342,3.116088867,2.418105545,3.105880737,0.3891656251,0.3290484462,0.3853681352,0.329102097,0.04726016974,0.04252480791,0.04699048715,0.0423449253,0.9942255636,0.9893114535,0.9936642889,0.9895012313
10.1144972,19.64849854,11.64687196,18.40660095,2.062727991,2.734375,2.153681299,2.706222534,0.4236765257,0.3650782462,0.4177260418,0.3641144308,0.08377797853,0.07853794116,0.08352144904,0.07841205833,0.9966204397,0.9934556527,0.9961083104,0.9938692587
15.98881323,25.83346558,12.4531554,24.5138092,2.477170477,3.163391113,2.323656372,3.100723267,0.3893846286,0.3341805204,0.3928898332,0.3367815136,0.05649547098,0.05204802809,0.05662642462,0.05211266856,0.9949649536,0.9918866991,0.9960784115,0.9923012226
9.488630837,15.74189758,8.316725438,14.46234131,2.07760822,2.661911011,2.01197714,2.590332031,0.4102561194,0.3535519441,0.4133343442,0.3555847328,0.06146592383,0.05611342761,0.0616201163,0.05652216329,0.9870367164,0.9785153936,0.9886353029,0.9802615786
10.37159533,17.7297821,10.83821741,19.28198242,1.934490516,2.437698364,1.936040856,2.471038818,0.4460122549,0.3906408306,0.4434679486,0.3901665448,0.1004295629,0.09435063234,0.1000402214,0.09419142282,0.9951677254,0.9917665213,0.9949504482,0.9910456965
14.16567364,22.80175781,12.77710056,24.98878479,2.376459144,3.041351318,2.285703429,3.078994751,0.3957975068,0.3352017998,0.3986452985,0.3397105533,0.05143084636,0.04692901043,0.0513148312,0.04701930424,0.9948938422,0.9918030545,0.9953943491,0.9910168502
9.820753283,16.57246399,9.248844844,15.77565002,2.069111746,2.631332397,2.015807393,2.574111938,0.4192355454,0.3674382634,0.4247554972,0.3678285949,0.0765338119,0.0714529396,0.0771932523,0.07144300206,0.9930451059,0.9882885781,0.9934486579,0.9888517217
13.53406189,28.24984741,17.12563838,26.71665955,2.287223371,3.084411621,2.423668531,3.048019409,0.4047096562,0.3441578937,0.4007700546,0.3442370155,0.06326831132,0.05917908346,0.06368573041,0.05926966036,0.9966550751,0.9930243427,0.9957668778,0.9934029888
14.31579827,25.70956421,14.1769668,25.27366638,2.313001581,2.968444824,2.289928867,3.05909729,0.4078513047,0.3507605168,0.4053584893,0.3472136901,0.05635736265,0.05140796093,0.05560206602,0.05102755916,0.9944156345,0.9899978389,0.9944688493,0.990167362
13.32590589,21.91435242,11.77439506,22.24510193,2.271795963,2.915908813,2.220984314,2.9115448,0.4069089498,0.3481388109,0.4037593987,0.3510944889,0.06095563003,0.05603537817,0.06059667234,0.05615089663,0.9953441335,0.9923679007,0.9958876957,0.9922527416
10.12787269,16.73365784,9.129468628,16.2147522,2.150915005,2.73866272,2.081681663,2.71673584,0.4052622624,0.352934976,0.4119799483,0.3510625454,0.07706747486,0.07218147143,0.07806158249,0.07218151498,0.9906456458,0.9845590874,0.9915661359,0.9850377615
10.6327365,17.02410889,10.27650778,19.18634033,2.128936649,2.731750488,2.1666768,2.823059082,0.4103743172,0.34987598,0.4010206458,0.3458667545,0.06202035653,0.05722844589,0.0617297167,0.05694562395,0.9954555177,0.9927371916,0.9956057668,0.9918147498
19.23353903,33.79022217,17.84692668,32.47732544,2.705693701,3.521942139,2.651066999,3.497528076,0.3775952726,0.3267943489,0.3794911972,0.3240324284,0.07922588205,0.07511467837,0.07980892434,0.07493607854,0.9941842109,0.9898097811,0.9946026842,0.9902056798
6.794184703,11.39064026,7.297802164,11.77919006,1.78099161,2.255020142,1.835831104,2.285690308,0.4451135402,0.3888140576,0.43892192,0.3870059032,0.1113361776,0.1036440866,0.1107426189,0.1035926528,0.99693417,0.994875967,0.9967070008,0.9947011739
13.84142449,24.75563049,11.71336941,20.23207092,2.224510579,2.91835022,2.152054961,2.752548218,0.4217540167,0.3641289924,0.4207038956,0.3653443493,0.06863177164,0.06367264137,0.0688107098,0.06389821747,0.9941417882,0.9895516913,0.9950431138,0.9914608384
14.62092656,24.31283569,12.93420173,24.51420593,2.267053745,2.90802002,2.218856396,2.914138794,0.4131661196,0.3563572948,0.4112839572,0.3542654875,0.06487050086,0.05968634452,0.0646798639,0.05960668759,0.9928211158,0.9880929863,0.9936494013,0.9879943489
10.13638436,17.40692139,9.713855788,16.92279053,2.066801435,2.665344238,2.067272617,2.644012451,0.4194260598,0.3644603632,0.4189943916,0.3634393345,0.07953179821,0.07384888585,0.07973197528,0.0739529652,0.9959387408,0.9930483647,0.9961105345,0.9932417134
19.04853174,35.84059143,19.34356761,34.05557251,2.55129803,3.421096802,2.598309825,3.394073486,0.3859376863,0.3260307063,0.382870479,0.3252786981,0.04559484676,0.04130290953,0.04524200807,0.04133309952,0.993100432,0.9870351006,0.9929919204,0.987680952
12.31476471,19.08978271,10.09099891,20.02693176,2.216850073,2.779846191,2.104982369,2.820358276,0.4143577437,0.3608445259,0.4166974571,0.3582959043,0.07840997644,0.07372970849,0.07867635754,0.07365863424,0.9964088713,0.9944478224,0.9970568581,0.9941752344
15.91638801,26.85879517,14.07526751,25.78436279,2.548592534,3.304077148,2.482581469,3.256408691,0.3736310321,0.3205126129,0.3746539892,0.3222325064,0.05069925549,0.04653314894,0.05090943366,0.04673927247,0.9923183424,0.987068697,0.9932077891,0.9875859989
10.42689081,17.69818115,9.971242704,17.6026001,2.088156615,2.70916748,2.094114786,2.661834717,0.4191616241,0.360715722,0.416909222,0.3632079435,0.06688381795,0.06149891997,0.0666838064,0.06161300728,0.9962222811,0.9936050287,0.9963858711,0.9936395421
13.50918045,24.24353027,13.73852444,23.89720154,2.305569066,2.94329834,2.230407952,2.938156128,0.4062787142,0.3517475829,0.4122731112,0.3540422618,0.06838542407,0.0638059862,0.06879202692,0.0640581884,0.9949278961,0.9909203867,0.9948404504,0.9910500896
13.9791464,24.91911316,14.05958171,24.48457336,2.402480545,3.124313354,2.394668045,3.107833862,0.3938662027,0.3355885456,0.3927621723,0.3389786813,0.05690690201,0.05221524732,0.05685073945,0.0523191347,0.9938371505,0.9890371416,0.9938012832,0.9892286668
19.08364239,29.64230347,14.19870197,30.32423401,2.529076483,3.205200195,2.35051374,3.209335327,0.3862374921,0.3346199424,0.3960934333,0.3331903042,0.05746001092,0.05372888092,0.05803054155,0.05333745457,0.9935253896,0.9899691452,0.9951908056,0.9897382661
8.908712305,15.55345154,9.640807393,15.95140076,1.967868434,2.568557739,2.097033074,2.602371216,0.4289093413,0.3659155813,0.4107358066,0.3650744508,0.08235668083,0.07645556688,0.08101460294,0.07637126667,0.9914345015,0.9850743263,0.9907352452,0.9846923748
8.439886308,15.5466156,8.773863084,13.68737793,2.027556542,2.644546509,1.946650049,2.44934082,0.4112904136,0.3518777558,0.4203821694,0.3608957375,0.06147855405,0.05699606065,0.0620196134,0.05730678506,0.9961746528,0.9929732897,0.9960230733,0.993813622
9.069947714,14.23371887,7.555158682,13.45397949,2.008998054,2.507369995,1.890700997,2.455993652,0.4232390182,0.3723453848,0.4325757472,0.373702233,0.09343726505,0.08807971138,0.09461542729,0.08822180619,0.9887942557,0.9824391339,0.9906635117,0.9834009632
12.60366002,21.11599731,10.33207685,18.80264282,2.285141051,2.965270996,2.163241732,2.834472656,0.4009037693,0.3411059823,0.404282811,0.3437010324,0.06351313145,0.05901326954,0.06387503767,0.05916194103,0.9950175495,0.9916714968,0.9959146427,0.9925839496
16.77038242,28.24266052,14.38715953,27.21247864,2.55442911,3.295455933,2.431207442,3.22517395,0.3868166557,0.3332461633,0.3912056571,0.3369719473,0.06190639244,0.05729826761,0.06237233701,0.05742559056,0.9929767961,0.9882031009,0.9939742914,0.9886333354
13.73639652,26.08233643,14.84951058,24.94355774,2.367050705,3.158081055,2.409882661,3.114120483,0.3936729025,0.337551891,0.3938579533,0.3354772768,0.05381537255,0.04928421632,0.05398220202,0.04944040153,0.9953388083,0.9911715616,0.9949581223,0.9915570626
15.94370136,30.95495605,18.38500122,31.27302551,2.367369893,3.147460938,2.459052772,3.179458618,0.4026296714,0.3460473152,0.4023271714,0.3458040076,0.05906541886,0.05420637298,0.05903471994,0.05424566577,0.9953701811,0.9910293423,0.9946754733,0.9909371152
21.5963035,32.47009277,16.84838582,35.90328979,2.983888619,3.702423096,2.749042437,3.884185791,0.3481777065,0.3007984974,0.3562437614,0.293672887,0.05717136656,0.05352469362,0.05740300105,0.0531177756,0.9928587486,0.9892752276,0.9944339386,0.9881416591
14.38351167,24.87249756,13.28485226,24.13583374,2.301799611,2.958465576,2.225604937,2.870391846,0.4148538336,0.3607338689,0.4164199469,0.3641269537,0.07048712654,0.06561445101,0.07051967044,0.06587375642,0.9950808398,0.9915178015,0.9954575378,0.991769031
14.53494346,23.72572327,11.63436284,22.6955719,2.217518847,2.927047729,2.235195768,2.850234985,0.4136211729,0.350743769,0.40369657,0.3524375983,0.05757797211,0.05255541636,0.05714916877,0.05283351692,0.9947516702,0.9914508274,0.9957968242,0.9918220703
14.0129955,20.82449341,11.85838704,24.68208313,2.219737962,2.754608154,2.191163059,2.896621704,0.4109520796,0.3575792081,0.4088495089,0.3526216645,0.06123495595,0.05672282695,0.06130083085,0.05628639681,0.9942239814,0.9914397611,0.9951125117,0.989854066
13.35917741,19.81130981,12.63842108,26.1517334,2.313183974,2.796142578,2.242020306,3.032806396,0.3981481334,0.3516204551,0.4065747416,0.3466009292,0.05792618911,0.05388514055,0.0586346204,0.05374788292,0.9961472339,0.9942961709,0.9963531783,0.9924707135
11.87341926,19.76635742,10.75366306,19.71995544,2.205830496,2.800689697,2.162740151,2.840164185,0.4082888278,0.3533025154,0.4100461591,0.3514164803,0.06270540903,0.05789027114,0.0628250532,0.0577423103,0.9959502438,0.9932750745,0.9963338991,0.993290872
18.69595088,26.92051697,12.38746352,28.61000061,2.410019455,3.042678833,2.228933609,2.957839966,0.4064105222,0.3481647379,0.4071904396,0.3509428571,0.05554912269,0.05112037875,0.05582728966,0.05173126701,0.9935964129,0.9907893301,0.9957609478,0.9902112994
12.49002918,23.08683777,12.11471,20.09132385,2.259089251,2.936843872,2.208794382,2.834060669,0.4010427904,0.3438083284,0.4066004774,0.3508667291,0.06215550106,0.05776994567,0.06275353079,0.05820894244,0.9946551726,0.9901462204,0.9948160316,0.9914247636
16.08192485,28.27728271,14.50121595,26.33734131,2.375455982,3.086425781,2.347549854,3.047088623,0.3985569503,0.341872169,0.3970934406,0.3417455018,0.06195867527,0.05727795675,0.06155178226,0.05724970871,0.9959876947,0.9929631824,0.9963824074,0.9934459308
14.07125486,24.05441284,12.47434339,22.93525696,2.3203125,2.995300293,2.244589008,2.943008423,0.4070250829,0.3524930332,0.411062736,0.3530343336,0.07613449851,0.07121567509,0.07635948746,0.0711549451,0.9958368588,0.9929020899,0.9963091978,0.9932323256
9.560698411,16.02088406,10.6580255,18.83762852,2.041133486,2.619538014,2.124294642,2.729166667,0.4226050387,0.3641117528,0.4128510658,0.3614848746,0.08054004376,0.07457928064,0.07950601569,0.07456626517,0.9967770429,0.9946164001,0.9964082201,0.9936698393
10.1484071,17.75656128,11.03436588,19.26878357,2.010122811,2.697143555,2.151978964,2.721572876,0.4284139258,0.3598311378,0.4118131757,0.3608665621,0.07410288736,0.06821555779,0.07288074332,0.06822279928,0.9958625246,0.9927800391,0.9955008703,0.9921651776
11.56754621,18.6855011,9.973978599,18.70462036,2.137980302,2.761642456,2.070859679,2.657043457,0.4143123365,0.3570420166,0.4163447163,0.3648206706,0.06420946616,0.05915267717,0.06449053337,0.05973380257,0.9952681112,0.9923789943,0.9959193582,0.9923711935
13.75883086,26.53843689,13.984299,22.51553345,2.434718507,3.276107788,2.456696863,3.099884033,0.3838410739,0.3273411103,0.3838331859,0.3317868995,0.06244742217,0.05840722236,0.06272146661,0.0583328638,0.9950844831,0.9905408691,0.9950047454,0.9919747564
8.049838886,13.19656372,7.275656615,12.54777527,1.876170355,2.404266357,1.87186892,2.382949829,0.4369525696,0.3751210898,0.4326173443,0.3771587982,0.08385714013,0.07848117373,0.08391648487,0.07838510859,0.9968632341,0.9948738918,0.9971666207,0.9951259125
10.35335603,17.93849182,9.765260214,16.16413879,2.143968872,2.764511108,2.134910019,2.695602417,0.4082555741,0.3522960489,0.405673493,0.3524899231,0.07137900231,0.06595943965,0.07106956805,0.06607742891,0.9873946712,0.9781943883,0.9881118155,0.9803512314
18.49154912,29.95613098,15.26682575,30.7389679,2.570555691,3.317001343,2.477489664,3.332870483,0.3894457649,0.3312988641,0.3856132796,0.3321749564,0.05687041027,0.0521833888,0.05678611282,0.05246260825,0.9919035492,0.9869149214,0.9933133696,0.9865729396
12.66260336,22.51705933,13.16214737,23.26333618,2.225620136,2.867980957,2.203428988,2.880767822,0.4106724139,0.3557231741,0.4155361428,0.359230818,0.07116303509,0.06602354954,0.07165806383,0.06630054908,0.9957216479,0.9924159582,0.9955561563,0.9921645624
11.34257964,17.08906555,8.309703307,16.74301147,2.146385579,2.652481079,1.9609375,2.624023438,0.4148980053,0.3614212634,0.4236315758,0.3626926186,0.07240884216,0.06729767178,0.07307541034,0.06740058271,0.996921048,0.9953742502,0.9977446214,0.9954679107
10.5729572,19.71981812,11.31383755,18.4593811,2.049823687,2.628387451,2.081012889,2.638122559,0.421973703,0.3657953702,0.4199436361,0.3646083283,0.06731526357,0.06218599626,0.06755312581,0.06223668196,0.995359498,0.9913680262,0.9950364333,0.9919198026
11.91374331,20.44387817,10.7474161,19.03747559,2.245455375,2.883880615,2.143117704,2.788696289,0.4042504501,0.3472874732,0.4084970507,0.3516142522,0.06074882428,0.05595434463,0.0609712135,0.0561931669,0.9955970065,0.9924638807,0.9960276249,0.9929823463
14.20481214,26.07170105,14.22353782,24.15164185,2.353796814,3.076187134,2.370941756,3.062286377,0.3997820795,0.3427164215,0.3952316397,0.3405285512,0.05938961639,0.05462065405,0.05894435953,0.05448612214,0.9951739423,0.9911664615,0.9951663348,0.9918169796
13.13703794,21.03712463,12.15418288,23.38938904,2.225802529,2.789871216,2.154091683,2.846572876,0.41072345,0.3572290927,0.4167843843,0.3588107753,0.0614985675,0.05716732152,0.06221099663,0.05684299839,0.9949979958,0.9920032884,0.9953674334,0.9911091082
9.786828186,15.71040344,8.846653089,15.95011902,2.128845452,2.695236206,2.079325754,2.734115601,0.4061451285,0.3481016412,0.4046550738,0.3461808954,0.05952491983,0.0546670603,0.05939821935,0.05430072974,0.9903823187,0.9845858608,0.9913087846,0.9843507171
7.075708293,9.929168701,6.028878891,11.21913147,1.849449781,2.214874268,1.748084874,2.319839478,0.434482652,0.3856347562,0.4433852449,0.3781845251,0.08022421346,0.07481264304,0.08107334554,0.07414934873,0.9849147151,0.9788667188,0.9871368265,0.9761212494
15.80369016,25.14922209,11.75120556,23.81189904,2.344281915,2.95307492,2.204695866,2.899405716,0.4021774188,0.3460830388,0.4042806767,0.348821344,0.07636346611,0.07123333114,0.07612822342,0.07140109772,0.9943918923,0.9911035093,0.9958304966,0.9915765608
11.17834995,18.39157104,10.67585725,19.904953,2.05234679,2.650024414,2.079036965,2.665420532,0.4291494346,0.3716927893,0.4233018094,0.3696131653,0.0880726465,0.08203827879,0.08747800624,0.08177420173,0.9958218091,0.9931471099,0.9960136115,0.9925832035
12.7342534,23.95420837,12.36101654,20.51602173,2.150595817,2.827285767,2.144941634,2.697967529,0.4159632324,0.3576607968,0.4159962461,0.3622995103,0.06415304805,0.05906392147,0.06396005329,0.05932092153,0.9965500726,0.9935190967,0.996652087,0.9944491903
18.76691695,31.25306702,15.96013193,30.84254456,2.664685676,3.436325073,2.531174003,3.385452271,0.3730602009,0.3161729614,0.3781877032,0.3217685723,0.06280849336,0.05819168526,0.06267446845,0.05846379591,0.9934374957,0.989091113,0.9944255609,0.9892348986
17.02466865,27.83892822,14.692683,28.02960205,2.680097884,3.463256836,2.607505472,3.505218506,0.3615919883,0.3044441354,0.3584252168,0.301953091,0.04272234063,0.03867538832,0.04241521521,0.03851551103,0.9898298487,0.9834019677,0.9912276467,0.9832881057
3.105438351,6.516494751,3.798683731,6.345474243,1.082578429,1.529098511,1.186876824,1.561019897,0.6047150004,0.5184957546,0.5828306837,0.5103706394,0.1248838273,0.1102561042,0.1202867213,0.1101560142,0.9990260715,0.9979588894,0.9988089697,0.9980124563
8.547802164,14.83058167,8.516688959,14.10572815,1.986001338,2.590774536,2.021947957,2.557296753,0.4228147956,0.3613254938,0.414804106,0.3597590269,0.0801605092,0.07422178664,0.07994244611,0.07422193329,0.9940628755,0.9897220026,0.9940855311,0.9902243402
10.21995075,15.28868103,9.093446012,18.16253662,1.97162269,2.45765686,1.95078429,2.561859131,0.4362324859,0.3806165168,0.4359092666,0.3787816989,0.07987365597,0.07434855109,0.07946086093,0.07381446346,0.9936437753,0.9905158403,0.9943441329,0.9887330354
10.85882782,17.07067871,9.112566877,16.62216187,2.233615029,2.816162109,2.138922665,2.80090332,0.3900337975,0.3375193514,0.3941256072,0.3353537728,0.05323798717,0.04864335745,0.05348110812,0.04873477237,0.9879937019,0.9811468895,0.9899218335,0.9816421321
9.213491002,14.98512268,8.39270732,14.80224609,2.012433123,2.576278687,1.977124878,2.529876709,0.4245883348,0.3645363134,0.4225814485,0.3692111639,0.09055172547,0.08446989165,0.09060707885,0.08465346104,0.9948853931,0.9917035554,0.9953416779,0.991804788
3.207654426,5.274978638,2.977413667,6.133483887,1.115029183,1.497634888,1.136095574,1.558502197,0.5913365829,0.5058301079,0.5794652735,0.5055238393,0.09691665916,0.08531439908,0.09485417924,0.08517258415,0.9988468425,0.9981031169,0.9989291087,0.9977943993
10.42727079,16.27088928,8.574583536,15.7835083,2.1224009,2.671340942,2.029015686,2.628387451,0.4134032001,0.3564447963,0.4127248923,0.358435263,0.07894516931,0.07393653129,0.078777418,0.07375014197,0.9895005276,0.9836272113,0.9913628374,0.9841177619
11.07134606,19.73791504,10.91132661,18.89082336,2.107429475,2.704986572,2.058122568,2.667404175,0.4241195123,0.3665209207,0.4236010677,0.3673932004,0.08202477936,0.07687912332,0.08179449998,0.07700434187,0.996378004,0.9935620227,0.9964296705,0.9938383446
12.1718598,20.21650696,11.74575936,21.22219849,2.273087913,2.894699097,2.25208232,2.922119141,0.3954370788,0.3399783159,0.395596057,0.3417195317,0.0598467479,0.05510940716,0.05985863816,0.05527499339,0.9962057641,0.9937143222,0.9963375113,0.9934016196
7.397191148,13.40733337,7.5364634,11.89047241,1.873662451,2.473434448,1.894956834,2.354614258,0.4334336997,0.3682366444,0.4285108238,0.3766741244,0.07595232905,0.0701248443,0.07537428494,0.0705812446,0.9945951004,0.9902235754,0.9944910924,0.9913296339
10.83057211,17.21691895,9.28985287,17.54722595,2.161068215,2.70425415,2.074963521,2.778610229,0.4077436909,0.3528122226,0.4098063584,0.3468777402,0.05436236092,0.04970883631,0.05427725835,0.04913654317,0.9912140774,0.9860569749,0.99245432,0.9857894413
2.829447349,5.075866699,2.665415248,4.993255615,1.123160871,1.514038086,1.104374392,1.541503906,0.5805098381,0.5029137516,0.5790350817,0.4930864555,0.093426009,0.0830706744,0.09265630276,0.08297518622,0.998982631,0.9981756624,0.9990420767,0.9982053453
18.30055326,29.40963745,16.99370744,33.53970337,2.742765078,3.477600098,2.673638132,3.605194092,0.3701699499,0.3184103368,0.3724618307,0.3170262287,0.05345302919,0.04903304017,0.05366202104,0.04922467496,0.9936040717,0.9897412021,0.9940560163,0.988300583
