Contrast 0,Contrast 45,Contrast 90,Contrast 135,Dissimilarity 0,Dissimilarity 45,Dissimilarity 90,Dissimilarity 135,Homogeneity 0,Homogeneity 45,Homogeneity 90,Homogeneity 135,Energy 0,Energy 45,Energy 90,Energy 135,Correlation 0,Correlation 45,Correlation 90,Correlation 135
27.85092412,47.30474854,25.84686588,50.77307129,3.348765807,4.443847656,3.316071863,4.449829102,0.3309807822,0.2686982717,0.3229831405,0.2669493611,0.04917949608,0.04354585988,0.04844156286,0.04374443875,0.9938681679,0.9896009638,0.9943090777,0.9888385102
11.06494711,20.47259521,12.18967352,20.52204895,2.20885518,3.041320801,2.318503769,2.981307983,0.401921324,0.3190888621,0.3839682653,0.3266370775,0.04597291182,0.03999332834,0.04465227275,0.04011774618,0.9975478075,0.9954720395,0.9972971972,0.9954611175
10.48369103,19.59562683,11.63469723,18.49545288,2.141704159,2.854934692,2.241305934,2.774108887,0.4028633918,0.3379246817,0.3941320332,0.3450204989,0.05009075176,0.04526324118,0.0494878373,0.04567451718,0.9944790344,0.989699715,0.9938696698,0.9902779782
19.97756566,38.77493286,20.58093689,35.51097107,2.684612111,3.671478271,2.818290978,3.651992798,0.3842861002,0.3093544238,0.3658324078,0.3105554598,0.05599097567,0.0490013495,0.05427868314,0.04897802827,0.9957811757,0.991829755,0.9956567734,0.9925173828
21.2708992,39.57978821,21.92365333,39.75715637,2.619604207,3.529830933,2.630790978,3.496444702,0.3980470979,0.3265637651,0.3884245419,0.3248804059,0.07662271359,0.06755664076,0.07485801276,0.06780013313,0.994391319,0.9895857099,0.9942193565,0.9895390953
18.82069249,33.13143921,18.15196376,35.27400208,2.57370197,3.485534668,2.627401508,3.586837769,0.395713619,0.320321943,0.3857610356,0.3201763358,0.06056754579,0.05312578656,0.05895994072,0.05321825407,0.9951419656,0.9914684152,0.9953116572,0.9909166173
22.87443762,42.96179199,22.86253648,41.21681213,2.833186406,3.890380859,2.899683852,3.762496948,0.3719144664,0.2994927664,0.3588610616,0.3022298531,0.0680183884,0.06032853984,0.06634169938,0.06051620641,0.9939910488,0.988737931,0.9939948996,0.9891954024
18.23657892,32.84591675,17.36132053,31.96118164,2.700647495,3.593963623,2.626428745,3.521179199,0.3877831344,0.31403976,0.3808334841,0.3205774003,0.06301149258,0.05536657867,0.06152427475,0.05552088368,0.9965479021,0.993796854,0.9967120802,0.9939639728
13.40131019,23.27655029,13.28158439,24.23701477,2.310448079,2.957580566,2.3151143,3.087387085,0.3948928142,0.3374996945,0.3954285388,0.3325420896,0.04621352607,0.04150951993,0.04622635053,0.04135824336,0.9943379435,0.9901637479,0.9943811645,0.9897571937
15.50942364,27.78930664,15.62436162,27.98945618,2.383177286,3.105163574,2.387220331,3.147171021,0.3996362613,0.3412555125,0.3992541985,0.3420023086,0.05648554046,0.05208058859,0.05686113842,0.05201418603,0.9941615626,0.9895499601,0.9941070812,0.9894746913
18.77029122,36.47602844,19.99875365,35.49765015,2.706757661,3.716903687,2.832502432,3.733642578,0.3753042026,0.3005265089,0.3585472197,0.301632424,0.05285895713,0.04660817288,0.05116987974,0.04649956805,0.9956887943,0.9916433622,0.9954179151,0.9918674981
20.97267145,39.46047974,20.88743312,37.61564636,2.631596547,3.602203369,2.732003891,3.53742981,0.3957063432,0.3242921587,0.3846894666,0.3260779262,0.07907208902,0.0705124129,0.07763193368,0.07081376072,0.9949501975,0.9905208456,0.9949697663,0.9909640648
20.86902663,38.92623901,18.68333536,34.35797119,2.523361503,3.475494385,2.584964737,3.356048584,0.4079786322,0.3270356077,0.3852419042,0.331493437,0.06908435616,0.06031722115,0.0662700383,0.06086267706,0.9952522184,0.9911659394,0.9957556158,0.9922022642
11.84447957,17.98297119,9.714083779,18.72854614,2.255502189,2.789123535,2.128298273,2.863098145,0.3949221934,0.339770202,0.3968290435,0.3350667294,0.05969254049,0.05519951251,0.05952135978,0.05507883801,0.9939608395,0.9908520687,0.9950474656,0.9904727379
18.54868373,38.10842896,19.57437074,32.15342712,2.572242826,3.550964355,2.631094966,3.430770874,0.3926100978,0.3191427357,0.3836347042,0.3208625586,0.06238692135,0.05506616967,0.06078578492,0.05506357773,0.9953802197,0.9905292379,0.995122428,0.9920092361
24.4035901,43.56315613,22.90454767,43.01249695,2.974905764,4.036849976,2.981547909,3.913772583,0.362698362,0.2941403008,0.3557411044,0.2980059079,0.06950360546,0.06178641409,0.06824607503,0.06210713574,0.994425411,0.9900714382,0.9947695909,0.9901969068
20.83990455,37.46214294,19.78816573,37.19589233,2.602033682,3.469894409,2.602824052,3.478088379,0.3961257375,0.3254472042,0.3862444624,0.32308814,0.07857580144,0.07027610194,0.07710845474,0.07010461869,0.9948826463,0.9908242107,0.9951407966,0.9908894596
12.14079219,20.20219421,9.761262768,17.86222839,2.256094966,2.873214722,2.124012038,2.788864136,0.3937701972,0.3385477757,0.4014114595,0.3410606958,0.04615689624,0.04218064066,0.04682147454,0.04239061735,0.9957212571,0.9928941423,0.996560612,0.9937171773
10.95005472,17.12283325,10.03965528,19.28733826,2.134940418,2.695983887,2.140913789,2.801681519,0.4066492246,0.350828039,0.4018840404,0.3459653487,0.05480033895,0.05042205489,0.05457748717,0.05026454724,0.9945426027,0.9914845765,0.9949935824,0.9904080438
20.00959083,35.18838501,20.63492522,38.32518005,2.939795112,3.880187988,2.971014713,4.036880493,0.3476045754,0.2831139965,0.343609391,0.2797779873,0.04714880386,0.04162168341,0.04611010188,0.04155427737,0.9958855972,0.9927783037,0.9957553092,0.9921345014
16.20801921,34.43463135,19.34153089,30.99633789,2.567758998,3.503051758,2.580830496,3.373382568,0.3878300937,0.3204289389,0.3862631587,0.3207072279,0.07653693529,0.06825300865,0.07542994473,0.06818187694,0.9956418391,0.9907641934,0.994796568,0.9916864092
10.26372507,18.6612854,10.98762768,18.11624146,2.067227018,2.79800415,2.20130107,2.713287354,0.4145015954,0.3436899079,0.3994544522,0.3533167252,0.05450310002,0.04905147373,0.05354331879,0.04968613183,0.9934558205,0.9881354762,0.9929968184,0.9884819985
17.03979207,30.75808716,17.52957806,32.84204102,2.297726167,3.077026367,2.386429961,3.149780273,0.432104436,0.3565748259,0.4164290616,0.3544133678,0.1032932798,0.09243579458,0.1005035635,0.09213385971,0.9952771992,0.9914982665,0.995141744,0.9909222117
11.6796267,20.43060303,11.16754317,19.44042969,2.185919261,2.841064453,2.181830618,2.766143799,0.4052966124,0.347038099,0.4023832748,0.3501554739,0.05608568669,0.05222105157,0.05606515748,0.05230260961,0.9955498716,0.9922311118,0.9957576599,0.9926074698
11.78972641,21.02731275,11.11670064,18.47512091,2.23383461,2.943948413,2.223704527,2.782257564,0.3963696227,0.3322821536,0.3903536925,0.3433368103,0.05369225665,0.04876200418,0.05315427968,0.04939333171,0.994016621,0.989356595,0.9943693937,0.9906485598
17.36388923,32.43980408,17.70871839,32.19245911,2.443290978,3.261398315,2.440023103,3.266311646,0.4079048204,0.3356412807,0.4006143538,0.3360900432,0.0896628701,0.07990187418,0.08776938073,0.0798498657,0.9948401196,0.9903858184,0.9947365048,0.9904591565
14.04023286,23.50741577,11.9323322,22.09422302,2.304337913,2.907043457,2.163424125,2.875961304,0.4045513647,0.3510414981,0.410412559,0.3507436906,0.06053850158,0.05610199724,0.06102119884,0.05619388267,0.9933949629,0.9889678241,0.9943929771,0.9896309948
18.09458597,33.7379303,18.69161904,33.27709961,2.621154548,3.622055054,2.690129499,3.496124268,0.3849786394,0.3093749352,0.3697784434,0.312857064,0.06971469587,0.06203921245,0.06853335589,0.06203150058,0.995153371,0.9909871317,0.9949948206,0.9911102112
16.68973431,28.33439636,13.92901873,26.3106842,2.46849161,3.152755737,2.36016537,3.100692749,0.386947049,0.3320600911,0.3899929993,0.3302914231,0.04561966124,0.04182428237,0.04595453859,0.04173154812,0.9949801327,0.9914830134,0.9958097435,0.9920912655
13.17834995,23.69430542,13.00486381,22.73248291,2.202304232,2.834777832,2.166798395,2.831268311,0.4161322181,0.3619952723,0.4205702267,0.3597991594,0.06970252065,0.06487586005,0.07014711287,0.06481090857,0.9942717544,0.9897310356,0.9943495835,0.9901479573
14.16062743,22.69467163,11.08142327,21.21730042,2.332745623,2.955780029,2.222899441,2.890335083,0.395794754,0.3390673553,0.3931166316,0.3424697115,0.05207974047,0.04732826502,0.05200699359,0.0473464759,0.992335858,0.9877515245,0.994007107,0.988548873
10.8098401,17.72781372,11.37724951,20.97721863,2.001231153,2.552246094,2.075328307,2.641952515,0.4339536986,0.3778269898,0.4281184301,0.3745269071,0.0948990388,0.08953351447,0.09476383204,0.08918699423,0.9955818342,0.992776534,0.9953500597,0.9914524938
14.20415856,23.88676453,12.92132782,24.33024597,2.267236138,2.932296753,2.225194553,2.90071106,0.4108958216,0.3529316799,0.4087175357,0.3538955562,0.05834917657,0.05361288397,0.05855796525,0.05368531765,0.9939238518,0.989805516,0.9944725277,0.989616327
15.29018726,26.76776123,16.22730727,29.92193604,2.465010944,3.30859375,2.555189081,3.387786865,0.3969612602,0.3196527171,0.3837448596,0.3234216109,0.06156919323,0.05380066832,0.0596812423,0.05374064599,0.99612117,0.9932265439,0.9958816176,0.9924284314
20.61928502,39.15148926,20.52396948,36.63334656,2.8151143,3.788482666,2.811116853,3.765853882,0.3640901673,0.295227591,0.356819008,0.2927630181,0.04246253139,0.03710705348,0.04179986511,0.03707354158,0.9941816831,0.9889760737,0.9942060969,0.989685063
10.05258998,18.06546021,12.150915,20.61224365,2.028483706,2.630371094,2.165536843,2.75491333,0.4212555797,0.3644177486,0.4164860184,0.3591957343,0.0598766466,0.05519895151,0.05988393835,0.05502186994,0.9951224295,0.9912549379,0.994105265,0.9900221219
8.640457806,13.85083008,7.834979937,13.92677307,1.967093264,2.561279297,1.988737232,2.530990601,0.4217438341,0.3545716758,0.4093016225,0.3568566531,0.0561818726,0.05111816177,0.05523031955,0.05113733369,0.9948429819,0.991751021,0.9953358504,0.9917061157
19.36747629,38.01722717,21.01845209,36.02153015,2.694415734,3.688980103,2.808031372,3.675003052,0.3881928693,0.318080899,0.3768910905,0.3202542441,0.08481753646,0.07591066751,0.08349188747,0.07610093383,0.9951738226,0.9905481622,0.9947615171,0.9910443404
19.30090285,37.37844849,21.09709387,37.0539093,2.821847641,3.812042236,2.837883025,3.810653687,0.3628119314,0.2945157791,0.3590198167,0.2928659979,0.04428433356,0.03879974477,0.04403812462,0.03877001877,0.9947820653,0.9899126838,0.9942930197,0.9900002213
10.98133512,21.95150757,12.80562986,20.09066772,2.120622568,2.856323242,2.249878405,2.820159912,0.4111259782,0.3507520732,0.4044075343,0.3460737111,0.05126227204,0.04633090526,0.05096772827,0.04608366753,0.9949822138,0.9899888076,0.9941447814,0.9908374577
12.31098006,20.60171509,12.30894334,22.46109009,2.19816999,2.851287842,2.259454037,2.917175293,0.4079265591,0.3499414816,0.4013869989,0.3462403037,0.06700312609,0.06216881501,0.066809864,0.06196272033,0.9955133733,0.9925135781,0.9955140922,0.9918378896
11.53187318,18.35516357,10.24914883,19.09963989,2.097990637,2.674682617,2.103264835,2.696990967,0.4193877375,0.3603025323,0.4121081319,0.3592958075,0.06790499026,0.06226962816,0.06692277815,0.06214284269,0.9940865969,0.99061318,0.9947417648,0.9902324896
19.41590163,37.24676514,20.73992279,36.15611267,2.840816513,3.841918945,2.868874635,3.843734741,0.3608817337,0.2949823644,0.3572693305,0.2940792917,0.05334585581,0.04725172606,0.05249942212,0.04723422667,0.9956090738,0.9915926405,0.9953093593,0.9918388698
15.57830739,25.50793457,13.19570768,25.84222412,2.363326848,3.015533447,2.296753405,3.013397217,0.4045202263,0.3496580978,0.4037951894,0.3498282579,0.06175768728,0.05710183933,0.06177494392,0.05734456857,0.9941854659,0.9905052601,0.9950763785,0.9903808544
14.22872082,25.31680298,12.07797301,22.31762695,2.356912695,3.170837402,2.235530156,2.947296143,0.4021095154,0.3264201073,0.3983384352,0.3361515869,0.05277061148,0.04593766342,0.05143373457,0.0465301317,0.9965673807,0.993906268,0.9970837518,0.9946280232
13.25980362,23.00009155,12.86834266,22.91940308,2.201468264,2.83380127,2.180325875,2.803283691,0.4155399367,0.3599883062,0.4160679507,0.359050492,0.07398464892,0.06888546058,0.07418522309,0.06879513594,0.9942687035,0.9900633373,0.9944267948,0.9900980109
17.27064081,30.68267822,18.06680143,33.84596252,2.452912208,3.23236084,2.473568215,3.309188843,0.4011504524,0.3312638736,0.3941224894,0.3310802451,0.07921326573,0.0705082366,0.07781131625,0.07052386655,0.995106494,0.9913297809,0.9948821279,0.9904359602
16.3254955,29.55404663,18.58376398,34.33392334,2.752933487,3.71975708,2.84321802,3.827148438,0.3502638258,0.2785654621,0.3455395952,0.2836660898,0.04139238805,0.03610445695,0.04087586246,0.0363139705,0.9954949684,0.9918526979,0.9948684814,0.990535392
14.9453581,29.50717163,13.48306785,21.07463074,2.337594236,3.052154541,2.220330739,2.844955444,0.4045938588,0.3523517566,0.41432005,0.3547873608,0.07703662274,0.07235730323,0.07753794207,0.07260753562,0.9936708664,0.987540463,0.9942937652,0.9911012136
17.42272617,33.42152405,17.23451179,29.98797607,2.570738084,3.461715698,2.583672787,3.401184082,0.3874460958,0.3186078846,0.3825422717,0.3183305376,0.06406377471,0.05652176784,0.06268800407,0.05647445219,0.9958564645,0.9920622684,0.9958988712,0.9928780333
11.27054961,18.93128967,10.91941269,19.46638489,2.164974465,2.809585571,2.215041342,2.831344604,0.4028160496,0.343946577,0.3953155685,0.3395033961,0.04594751507,0.04150028493,0.04512380724,0.04115930013,0.9935647587,0.9892127435,0.9937633409,0.9889078403
26.12563838,48.83088684,24.218826,43.98083496,3.010761187,4.069656372,2.984177408,3.944488525,0.3704385308,0.3034767975,0.3649916273,0.3052603998,0.06306892455,0.05583320297,0.06186270004,0.05606283434,0.9956582242,0.9918829183,0.9959699013,0.9926891273
14.2890777,28.2645874,18.34619711,31.42076111,2.489466804,3.451324463,2.72527055,3.525558472,0.3859896333,0.3106554059,0.3653613526,0.3098016837,0.06297029499,0.05525864333,0.06045290939,0.05540795659,0.9967347834,0.9935597095,0.9958090202,0.9928405276
14.59350681,29.92852783,16.43935433,26.94641113,2.470756323,3.407287598,2.540825632,3.332000732,0.387923417,0.3164209798,0.3829031854,0.3162613974,0.06281467979,0.05544443786,0.06159086609,0.05555584913,0.9962575269,0.9923414262,0.9957821631,0.9931045993
9.748875243,15.31394958,8.782982733,16.38583374,2.06745501,2.633132935,2.03073322,2.631896973,0.4133604803,0.3539042601,0.4125640047,0.3558513768,0.06100243949,0.05633825438,0.06082909629,0.05615859412,0.9955514866,0.9930224979,0.995992117,0.9925341383
23.47823444,42.46913147,24.40295173,46.14761353,2.759818823,3.707229614,2.837047057,3.765808105,0.388783433,0.3159341191,0.375487762,0.3172710593,0.07809157557,0.06958552975,0.07608982288,0.06970898249,0.9943622787,0.9898279277,0.9941405291,0.988946862
25.26351228,45.12072754,24.79865333,47.43438721,3.088718993,4.103118896,3.008040491,4.125823975,0.3502207864,0.2857704188,0.3506346707,0.285119851,0.0616719844,0.05506052051,0.06095958383,0.05497675738,0.9940827921,0.9894561412,0.9941925631,0.9889154562
18.33669747,35.33914185,19.05113084,32.8526001,2.561831226,3.375030518,2.536174611,3.400756836,0.4042245815,0.3362781692,0.3990087072,0.3343909516,0.0938125098,0.08477240505,0.09275278969,0.08474168838,0.9952814429,0.9909298814,0.9950981289,0.9915680425
22.03093081,41.91912842,23.51530581,41.67129517,2.928973127,3.971069336,2.966363692,3.904541016,0.355512681,0.2891085996,0.3478862355,0.2875549787,0.06225583617,0.05513302552,0.06081751637,0.05549274504,0.9944934381,0.9895503244,0.9941262798,0.9896121787
18.9713947,34.66423035,17.66378891,32.59103394,2.747081712,3.699447632,2.741731518,3.666534424,0.3728055115,0.3031851534,0.3641981899,0.3023524977,0.05933671683,0.05235563142,0.05776437847,0.05211627286,0.9956771723,0.9921150461,0.9959767493,0.9925869271
16.6249544,28.32621765,16.22192668,31.89450073,2.568290978,3.358657837,2.551206834,3.482788086,0.3884103871,0.3204149802,0.3860005416,0.3196725144,0.06197207646,0.05505646511,0.06134315342,0.05515071312,0.9958867669,0.9930094284,0.9959868555,0.9921288886
11.52714616,22.23484802,12.66982308,20.40696716,2.164518482,2.897140503,2.2291616,2.853012085,0.4067188622,0.3442688836,0.405134998,0.3415057753,0.05221448176,0.04688522357,0.05213329569,0.04697049988,0.9949131065,0.9902103286,0.9944059942,0.9910149508
